6.3,15.5,0,22,2.7,47.3,8.7,9.8,1.8
12.8,23.3,0,8.5,1.4,53.5,9.1,17.1,1
9.1,18.6,0,8.6,1.6,45.3,11.8,14.4,0.2
4.8,12.3,0,9.7,1.7,45,11.3,9.7,1
8.2,16.5,0,7.4,1.4,52.6,6,9.4,0.4
7.7,17.4,0,10.5,1.6,57.1,8.7,9.9,4.2
10.3,19.6,0,17.9,2.6,40.1,11.2,12.1,4
11.9,20.7,0,8.9,1.7,45.6,10.1,15.9,16
13.3,23.2,0,12.6,2,47.1,11.1,15.8,5
7.6,14.5,0,8,1.3,48.3,6.8,8.1,0.6
-1.8,3.7,0,12,3,26.3,10.2,0.3,1
3.7,11.6,0,9,1.5,44,10,-0.1,4
10.3,20.2,0,13,1.4,42.8,7.7,10.1,6
9.7,19.9,0,7,0.8,49.9,10.2,13.5,0.5
8.7,14.4,0,13,1.5,38,6.4,10.2,0.3
7.3,14.8,0,17,1.7,32,6.9,11.1,0.3
11.3,18.5,0,13,1.4,37.6,11.3,13.3,0.5
14.4,25.8,0,7,1.4,36.5,11.9,18.7,0.5
9.6,18.6,0,8.8,1.5,42,10.6,13.2,0.3
20.2,29.7,0,6.6,1.2,58.6,12.4,30.1,0.02
14.8,25.4,0,10.7,2,47,8.4,20.5,0.3
13.6,24.5,0,9.6,2.2,45,10.6,17.8,0.2
16.3,26.2,0,11.6,2.7,39,9.8,20.5,1
14.7,26.2,0,5.3,1.3,43.6,11.2,19.2,0.1
0.5,6,0,9.4,2.8,38.9,7.4,2.3,0.32
8,15.1,0,5.8,1.4,66.6,2.2,9.2,0.1
11.1,20.8,0,7,1.7,34.1,11.4,13.4,0.15
13,21.8,0,4.9,1.1,49.4,11.8,18.4,0.1
16.2,23.7,0,8,2.6,44.6,8.3,22.9,0.05
0.1,5.8,0,13.7,3.3,30.6,10.7,2.3,2
13.2,24,0,7.6,1.4,48.5,11.3,15.1,1.42
14.5,22.5,0,7.9,1.4,50.9,10.6,18.4,0.1
16.1,26.7,0,7.5,1.1,45.1,10.2,19.1,1.9
16.5,25,0,7.3,1,49.4,5.6,18,0.1
-1.5,3.2,0,12.9,2.9,38.1,6.2,0.6,1
8.2,16.1,0,19.1,3,41,10.7,7.8,0.1
20.7,29.2,1,7.3,1.3,70.3,7.6,23,0.04
2.9,6.9,0,10.9,2.2,48.5,9.6,5.7,0.05
7.6,15.6,0,7.2,1.2,39.9,8.5,9.8,0.02
15.2,23.7,0,8.7,1.3,37,10.5,19.3,1
8.7,15.6,0,6.1,1.4,52.1,9.4,10,0.3
9.2,19.9,0,6.8,0.8,39.4,10.9,9.9,0.2
17.1,24.9,0,8.7,1.2,58.6,9.1,16.1,0.3
14.3,23.3,0,9.1,1.5,48.3,12.4,17.1,0.2
-5.9,-2.3,0.2,13.8,2.3,50.1,5.7,-3.9,0.2
-1.2,4.9,0,7.4,3.6,56,9.4,1.6,0.8
15.8,29.5,0,5.7,3.1,49.5,9.8,16.4,10.5
14.8,24.1,0,6.5,3.3,36.3,10.6,16.5,5
14.5,25.4,0,5,3.3,53,10.6,17.4,0.5
6.8,18.9,7.5,3.3,1.5,76,7.4,7.6,0.05
12.4,21.2,0,5.5,2.2,44,10.4,13.2,155.5
-6.9,0.6,0,5.2,1.5,60.8,8.2,-2.7,2.5
8.4,18.8,0.5,4.2,1.2,36,7.7,9.9,0.5
