10.5,19.7,0,3.7,1.8,-1.5,50.3,10.9,11.4,3
14,22,0,9.7,3,-0.6,41,11.4,12.8,1.5
17.9,28.5,0,5,1.3,9.1,61.5,7.4,20.2,1
7.7,15.3,0,12.7,2,0.4,62.3,6.9,8.9,2.5
10.1,18.9,0,7.8,2.2,-1.7,51.3,10.2,11.2,1.2
11.7,21.4,0,5.3,1.3,-2,44.8,10.5,12.8,0.5
12.2,22.2,0,6,1.7,0.7,50.3,10.7,11.1,10.2
13.3,21.9,0,7.5,2.4,5.8,63.3,9.2,14.5,1
16,26.7,0,6,1.5,5.2,55.8,9.8,17,0.3
11.3,20.5,0,4.7,1,5.8,74,7.4,12.5,1
10.3,19.8,0,3.7,0.8,5.7,78.5,5.2,11.3,0.3
10.3,17.7,0,7,1.4,3.6,68.8,6.4,10.5,0.1
-1,5.3,0,4,1.2,-8.1,67,8,-0.1,1
4.5,9.5,0,6.7,1.6,-6.7,49,8.6,5.1,1
1.5,5.8,0,7.3,2.8,-12.6,35.5,10.1,2.9,1.2
3.7,12.4,0,5.3,1.4,-8.3,49,9.6,4,4
6.3,15.3,0,7,2,-4.9,52.8,9.9,6.1,1
18.7,25.8,0,6.5,2.1,8.2,53.3,8.3,19.8,2
-4.1,4.7,0,2.8,0.2,-9.6,69.3,7.3,-3,1
-5.5,3.9,0,3.2,0.2,-11.4,68.8,7.8,-4.4,1.5
6.9,15.4,0,5,1.8,-1.6,58.3,9.5,7.9,0.9
7.3,16.4,0,5.3,1.7,-1.7,60,10.4,8.7,12
12.2,20.2,0,9,2.9,2.9,54.8,8.5,11.6,4.5
16.7,27.3,0,2,0.7,4.6,50.5,11.1,18.4,0.8
14.2,18.2,0,9.3,3.9,1.5,46,12.4,18.9,2.8
-4.8,5.6,0,1.7,0.5,-9.5,75.5,8.2,-5.1,0.3
7.7,16.5,0,7.7,2.1,-0.5,60.3,9.9,7.6,0.1
16.7,24.3,0,5.3,1.9,8.8,63.3,10.3,18,0.9
23.1,31.9,0,3.3,0.8,18.9,80.3,8.7,27.6,0.5
8.6,20.9,0,4,1,1.3,65.6,9.3,6.5,4
7.4,16.8,0,9.7,3.1,2,70.5,7,8,0.5
10.5,15.8,0,11,4.3,-0.7,46.5,11.1,11.7,2.5
11.9,21.7,0,5.3,1.1,4,63.1,8.8,13.7,5
15.4,22.8,0,7.5,2.2,9.1,68.3,9.7,17.5,10
17.7,24.9,0,5.7,2,12,73,8,14.9,2
14.5,23.1,0,4.3,0.7,10,76.8,8.9,12.8,0.3
12.9,18.3,0,8,3,3.4,54.6,7.9,11.9,0.5
2,9.1,0,3.7,1.2,-4.5,64,9.5,1.6,0.2
-6.1,1.9,0,2.7,0.5,-12.3,64.5,8.5,-5.7,0.1
2.5,8.9,0,6.7,3.3,-5.9,54,10,3.1,0.1
7.4,16.5,0,3,0.5,1.8,70.9,7,6.4,0.1
6.2,13.5,0,6.3,1.7,-1.1,63.4,9.3,6.4,0.5
1.7,9.2,0,5,1.1,-7.9,55.5,10.8,4.3,0.1
6.2,16.3,0,3.7,1,-0.9,63.8,7.8,6.7,0.1
8.8,18.1,0,4.7,1.2,1.1,63.6,9.4,8.7,0.01
17,26.5,0,4,1.6,9.9,65.4,11,18.2,0.03
17.5,28.3,0,4.7,1,11,69.3,10.9,19.5,0.7
19.6,30.1,0,4.5,1.7,10.8,60,11.5,22.2,0.04
15.1,22.3,0,6,2.2,6.6,59.1,10.7,18.4,1
7.7,15.6,0,1.3,0.3,6,90.1,3.8,7.8,0.6
3.1,12.2,0,2.8,0.3,-4.7,62.6,6.1,4,0.6
1.2,9.1,0.6,6.9,0.9,-8,56.6,6.9,1.6,0.1
8.3,17.2,0,4,0.6,-2.1,52.6,9.7,7,1
11.5,21.5,0,3.7,0.4,0.4,53.1,7.4,11.1,0.5
8.5,14.7,0,7.6,0.7,-5.5,45.9,8.3,10.3,0.2
10.6,19.5,0,2.7,0.3,-4.8,40.9,4.7,9,0.6
14.1,23.9,0,4.3,0.3,2.8,53.9,10.6,16.6,0.01
14.1,22.1,7,4.2,0.2,9,76.6,1.3,14.6,0.3
1.6,7.2,0,1.5,0.8,-10.1,45,2.9,4,0.01
8.2,18.1,0,5.2,1.9,-3.2,47,9.2,8.3,0.03
3.2,8.5,0,7.6,3.3,-15.5,25.9,11,4.4,0.03
